state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day
Oregon,No,Extended,College,2011-02-17,Employed,F,Suburban,Married,Corporate Auto,L1,1,Branch,Sports Car,Medsize,February,Thursday
Arizona,No,Basic,Bachelor,2011-02-09,Employed,M,Suburban,Married,Corporate Auto,L3,3,Branch,Four-Door Car,Small,February,Wednesday
California,No,Extended,College,2011-02-20,Employed,F,Urban,Married,Personal Auto,L3,4,Branch,Four-Door Car,Medsize,February,Sunday
California,No,Extended,College,2011-01-01,Employed,M,Suburban,Single,Personal Auto,L3,2,Web,Two-Door Car,Medsize,January,Saturday
Washington,No,Basic,High School or Below,2011-02-05,Unemployed,F,Suburban,Single,Corporate Auto,L2,1,Agent,Four-Door Car,Large,February,Saturday
California,No,Extended,High School or Below,2011-02-21,Unemployed,F,Suburban,Single,Personal Auto,L2,1,Call Center,Four-Door Car,Small,February,Monday
California,No,Premium,Bachelor,2011-02-17,Unemployed,F,Suburban,Single,Corporate Auto,L2,3,Web,SUV,Medsize,February,Thursday
California,No,Extended,Bachelor,2011-02-03,Employed,M,Urban,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Large,February,Thursday
Oregon,No,Extended,Bachelor,2011-02-02,Employed,M,Urban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Wednesday
California,No,Basic,Bachelor,2011-02-16,Unemployed,M,Suburban,Single,Personal Auto,L3,3,Agent,Two-Door Car,Medsize,February,Wednesday
Arizona,No,Basic,High School or Below,2011-01-30,Employed,F,Suburban,Married,Personal Auto,L3,4,Web,Two-Door Car,Small,January,Sunday
Oregon,No,Basic,Master or above,2011-01-16,Employed,F,Rural,Married,Personal Auto,L2,2,Agent,Two-Door Car,Medsize,January,Sunday
California,No,Basic,Bachelor,2011-02-24,Disabled,F,Suburban,Married,Personal Auto,L3,4,Agent,Four-Door Car,Small,February,Thursday
Washington,No,Basic,Bachelor,2011-02-08,Employed,F,Rural,Divorced,Corporate Auto,L3,3,Agent,Four-Door Car,Medsize,February,Tuesday
California,No,Extended,Bachelor,2011-01-09,Unemployed,F,Suburban,Married,Personal Auto,L1,3,Web,Four-Door Car,Medsize,January,Sunday
California,No,Basic,College,2011-01-25,Medical Leave,M,Rural,Single,Personal Auto,L2,2,Call Center,Four-Door Car,Large,January,Tuesday
Oregon,No,Basic,College,2011-02-22,Disabled,F,Suburban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,February,Tuesday
California,No,Basic,Master or above,2011-01-20,Unemployed,F,Suburban,Divorced,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,January,Thursday
Oregon,No,Premium,High School or Below,2011-01-06,Employed,F,Rural,Married,Personal Auto,L2,3,Branch,Two-Door Car,Medsize,January,Thursday
Washington,No,Basic,High School or Below,2011-02-03,Employed,F,Urban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,February,Thursday
Nevada,No,Basic,High School or Below,2011-01-04,Employed,F,Urban,Single,Personal Auto,L3,2,Branch,Sports Car,Medsize,January,Tuesday
Oregon,No,Basic,College,2011-01-06,Employed,F,Urban,Married,Personal Auto,L3,3,Web,Four-Door Car,Medsize,January,Thursday
Oregon,Yes,Extended,Master or above,2011-01-08,Employed,F,Suburban,Married,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,January,Saturday
Arizona,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Small,January,Tuesday
Arizona,No,Basic,Master or above,2011-01-01,Employed,F,Urban,Divorced,Corporate Auto,L2,1,Agent,Four-Door Car,Medsize,January,Saturday
California,No,Extended,High School or Below,2011-01-29,Employed,M,Suburban,Married,Personal Auto,L3,2,Web,Two-Door Car,Medsize,January,Saturday
Oregon,No,Extended,High School or Below,2011-01-05,Employed,F,Rural,Single,Corporate Auto,L2,1,Agent,SUV,Medsize,January,Wednesday
Nevada,No,Basic,College,2011-01-19,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,SUV,Small,January,Wednesday
Oregon,No,Extended,Bachelor,2011-02-21,Employed,F,Suburban,Single,Corporate Auto,L2,1,Agent,Two-Door Car,Medsize,February,Monday
Oregon,No,Extended,Bachelor,2011-01-25,Medical Leave,M,Suburban,Married,Corporate Auto,L1,2,Agent,Four-Door Car,Medsize,January,Tuesday
Oregon,Yes,Basic,College,2011-02-10,Employed,F,Rural,Married,Personal Auto,L2,2,Branch,SUV,Large,February,Thursday
Oregon,No,Premium,College,2011-02-10,Employed,F,Suburban,Single,Personal Auto,L3,1,Call Center,SUV,Medsize,February,Thursday
Nevada,No,Basic,Bachelor,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Branch,SUV,Medsize,January,Monday
California,Yes,Basic,College,2011-01-26,Medical Leave,F,Suburban,Married,Personal Auto,L2,1,Branch,Sports Car,Large,January,Wednesday
Arizona,No,Basic,College,2011-01-03,Employed,M,Suburban,Married,Personal Auto,L2,2,Agent,SUV,Medsize,January,Monday
California,Yes,Basic,College,2011-02-26,Employed,F,Rural,Married,Personal Auto,L3,1,Agent,SUV,Medsize,February,Saturday
California,No,Basic,Bachelor,2011-01-19,Employed,F,Suburban,Married,Personal Auto,L3,4,Branch,SUV,Medsize,January,Wednesday
California,No,Basic,College,2011-02-03,Employed,F,Rural,Single,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,February,Thursday
California,No,Extended,High School or Below,2011-01-14,Employed,F,Suburban,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,January,Friday
California,No,Basic,Bachelor,2011-01-27,Unemployed,M,Suburban,Married,Personal Auto,L1,1,Agent,SUV,Medsize,January,Thursday
Oregon,No,Basic,Bachelor,2011-01-12,Employed,F,Rural,Married,Personal Auto,L2,4,Call Center,Four-Door Car,Medsize,January,Wednesday
California,No,Basic,High School or Below,2011-01-24,Employed,M,Suburban,Single,Personal Auto,L3,3,Web,Two-Door Car,Small,January,Monday
Arizona,No,Basic,Bachelor,2011-02-09,Employed,M,Rural,Married,Personal Auto,L2,2,Branch,Two-Door Car,Medsize,February,Wednesday
Nevada,Yes,Basic,College,2011-01-27,Unemployed,F,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Large,January,Thursday
Oregon,No,Basic,Master or above,2011-02-02,Employed,M,Rural,Single,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,February,Wednesday
California,No,Basic,High School or Below,2011-01-06,Unemployed,F,Suburban,Single,Personal Auto,L3,3,Call Center,Two-Door Car,Small,January,Thursday
Oregon,Yes,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Married,Corporate Auto,L2,2,Agent,SUV,Medsize,February,Thursday
Arizona,No,Extended,College,2011-01-04,Employed,F,Urban,Married,Corporate Auto,L3,2,Web,Two-Door Car,Small,January,Tuesday
Oregon,No,Basic,College,2011-02-13,Employed,F,Suburban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,February,Sunday
Oregon,No,Basic,High School or Below,2011-02-07,Unemployed,M,Suburban,Single,Personal Auto,L3,3,Call Center,Two-Door Car,Large,February,Monday
Oregon,No,Basic,Bachelor,2011-02-06,Employed,F,Rural,Married,Personal Auto,L1,3,Agent,Four-Door Car,Medsize,February,Sunday
Washington,No,Basic,High School or Below,2011-02-23,Employed,M,Suburban,Divorced,Personal Auto,L2,2,Agent,Two-Door Car,Small,February,Wednesday
Arizona,Yes,Basic,High School or Below,2011-01-29,Retired,F,Suburban,Divorced,Special Auto,L3,1,Branch,Four-Door Car,Medsize,January,Saturday
Arizona,No,Basic,College,2011-02-07,Disabled,M,Suburban,Married,Corporate Auto,L3,4,Web,Two-Door Car,Medsize,February,Monday
California,No,Basic,Bachelor,2011-02-05,Disabled,M,Suburban,Divorced,Personal Auto,L2,3,Call Center,Four-Door Car,Small,February,Saturday
Oregon,Yes,Extended,Bachelor,2011-02-14,Retired,M,Suburban,Married,Personal Auto,L3,2,Agent,Two-Door Car,Medsize,February,Monday
Arizona,Yes,Extended,Bachelor,2011-02-27,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,February,Sunday
Washington,No,Basic,Bachelor,2011-01-28,Employed,F,Suburban,Single,Personal Auto,L3,1,Call Center,Luxury Car/SUV,Medsize,January,Friday
Washington,No,Basic,Bachelor,2011-01-17,Employed,F,Suburban,Single,Corporate Auto,L3,1,Web,SUV,Medsize,January,Monday
Nevada,No,Basic,College,2011-01-02,Employed,F,Urban,Married,Personal Auto,L3,4,Web,Four-Door Car,Medsize,January,Sunday
California,No,Extended,College,2011-01-11,Employed,M,Urban,Single,Corporate Auto,L2,1,Branch,Two-Door Car,Small,January,Tuesday
Oregon,No,Basic,College,2011-02-20,Employed,F,Urban,Married,Personal Auto,L1,2,Call Center,Two-Door Car,Medsize,February,Sunday
Arizona,No,Premium,College,2011-01-03,Employed,F,Suburban,Married,Personal Auto,L1,3,Agent,Four-Door Car,Medsize,January,Monday
Oregon,No,Extended,High School or Below,2011-02-11,Employed,M,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Friday
California,No,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Corporate Auto,L3,2,Agent,SUV,Medsize,January,Friday
Nevada,No,Premium,Bachelor,2011-01-25,Unemployed,M,Suburban,Married,Personal Auto,L1,2,Agent,Four-Door Car,Medsize,January,Tuesday
Washington,No,Extended,Master or above,2011-02-20,Employed,M,Suburban,Married,Personal Auto,L3,4,Branch,Two-Door Car,Medsize,February,Sunday
California,No,Extended,College,2011-02-10,Employed,M,Suburban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,February,Thursday
Nevada,No,Basic,High School or Below,2011-02-16,Employed,M,Suburban,Married,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,February,Wednesday
California,No,Basic,Bachelor,2011-02-14,Employed,F,Suburban,Married,Personal Auto,L3,1,Web,SUV,Medsize,February,Monday
Washington,No,Basic,Master or above,2011-01-13,Employed,M,Urban,Divorced,Corporate Auto,L2,3,Call Center,Four-Door Car,Medsize,January,Thursday
California,No,Basic,College,2011-01-26,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,January,Wednesday
Oregon,No,Basic,Bachelor,2011-01-18,Employed,F,Suburban,Married,Special Auto,L2,1,Web,Four-Door Car,Medsize,January,Tuesday
California,Yes,Extended,College,2011-01-19,Unemployed,M,Suburban,Married,Personal Auto,L1,2,Agent,SUV,Medsize,January,Wednesday
Arizona,No,Extended,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,L1,3,Agent,Four-Door Car,Medsize,January,Saturday
California,No,Premium,Master or above,2011-01-15,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Saturday
Washington,No,Basic,Bachelor,2011-01-29,Unemployed,F,Rural,Married,Personal Auto,L1,1,Branch,Two-Door Car,Medsize,January,Saturday
California,No,Extended,High School or Below,2011-01-09,Employed,M,Suburban,Married,Special Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Sunday
Oregon,No,Extended,College,2011-02-15,Unemployed,F,Suburban,Single,Corporate Auto,L1,3,Call Center,Four-Door Car,Large,February,Tuesday
Arizona,No,Extended,High School or Below,2011-01-02,Employed,M,Urban,Married,Corporate Auto,L3,2,Branch,SUV,Large,January,Sunday
Washington,Yes,Extended,High School or Below,2011-01-27,Employed,F,Suburban,Married,Personal Auto,L2,1,Branch,SUV,Medsize,January,Thursday
California,No,Basic,Bachelor,2011-01-13,Unemployed,F,Suburban,Single,Personal Auto,L3,3,Call Center,Two-Door Car,Medsize,January,Thursday
Oregon,No,Basic,Master or above,2011-01-28,Employed,F,Rural,Married,Personal Auto,L1,1,Call Center,Four-Door Car,Large,January,Friday
Oregon,No,Extended,Bachelor,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,February,Friday
California,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Corporate Auto,L1,1,Call Center,Four-Door Car,Medsize,February,Tuesday
California,No,Basic,High School or Below,2011-02-05,Employed,M,Suburban,Married,Personal Auto,L3,2,Web,Sports Car,Medsize,February,Saturday
Arizona,Yes,Basic,Bachelor,2011-01-13,Employed,M,Suburban,Divorced,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,January,Thursday
Washington,No,Basic,High School or Below,2011-01-28,Unemployed,F,Suburban,Divorced,Personal Auto,L3,1,Branch,SUV,Medsize,January,Friday
Oregon,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Single,Corporate Auto,L1,2,Call Center,Four-Door Car,Medsize,January,Saturday
Oregon,No,Basic,College,2011-02-24,Employed,M,Suburban,Married,Personal Auto,L3,2,Web,Four-Door Car,Small,February,Thursday
California,No,Basic,High School or Below,2011-02-11,Employed,M,Urban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,February,Friday
Oregon,No,Premium,Bachelor,2011-01-08,Employed,F,Rural,Divorced,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Saturday
Nevada,Yes,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,January,Wednesday
California,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Saturday
Nevada,No,Extended,College,2011-02-25,Employed,M,Urban,Single,Personal Auto,L3,4,Call Center,Two-Door Car,Medsize,February,Friday
Oregon,No,Extended,High School or Below,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,February,Friday
California,No,Basic,Bachelor,2011-02-14,Retired,F,Suburban,Married,Corporate Auto,L3,1,Branch,Four-Door Car,Small,February,Monday
Oregon,No,Basic,High School or Below,2011-01-29,Employed,M,Suburban,Single,Personal Auto,L2,2,Call Center,Four-Door Car,Small,January,Saturday
Nevada,No,Extended,High School or Below,2011-01-17,Unemployed,F,Suburban,Married,Corporate Auto,L1,2,Web,Sports Car,Medsize,January,Monday
Oregon,Yes,Basic,High School or Below,2011-02-03,Employed,F,Urban,Single,Special Auto,L2,1,Agent,SUV,Small,February,Thursday
Arizona,No,Extended,Bachelor,2011-01-02,Disabled,M,Suburban,Single,Personal Auto,L2,1,Web,Four-Door Car,Medsize,January,Sunday
Arizona,No,Basic,Bachelor,2011-02-01,Employed,M,Rural,Married,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,February,Tuesday
Arizona,Yes,Premium,High School or Below,2011-01-21,Employed,F,Suburban,Married,Personal Auto,L1,2,Web,Four-Door Car,Large,January,Friday
Oregon,No,Basic,High School or Below,2011-01-17,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Branch,Two-Door Car,Small,January,Monday
Oregon,No,Basic,College,2011-01-01,Employed,F,Suburban,Married,Personal Auto,L1,1,Branch,Two-Door Car,Large,January,Saturday
California,No,Basic,Bachelor,2011-02-11,Unemployed,F,Rural,Married,Personal Auto,L2,3,Branch,Two-Door Car,Large,February,Friday
Arizona,No,Basic,Bachelor,2011-01-10,Employed,M,Urban,Married,Corporate Auto,L3,4,Web,Two-Door Car,Medsize,January,Monday
California,No,Extended,Bachelor,2011-01-17,Employed,M,Suburban,Single,Personal Auto,L1,4,Web,Luxury Car/SUV,Medsize,January,Monday
Nevada,No,Extended,College,2011-01-18,Employed,F,Rural,Married,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,January,Tuesday
Nevada,No,Basic,Bachelor,2011-01-16,Unemployed,F,Suburban,Single,Special Auto,L3,1,Agent,Four-Door Car,Medsize,January,Sunday
Arizona,No,Basic,College,2011-02-15,Employed,F,Suburban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,February,Tuesday
Oregon,No,Extended,Bachelor,2011-02-01,Employed,M,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Large,February,Tuesday
Nevada,No,Basic,Master or above,2011-01-23,Employed,M,Suburban,Married,Personal Auto,L2,2,Web,Four-Door Car,Medsize,January,Sunday
California,No,Extended,Bachelor,2011-02-02,Unemployed,F,Suburban,Divorced,Personal Auto,L1,2,Agent,Four-Door Car,Medsize,February,Wednesday
Arizona,No,Basic,High School or Below,2011-01-27,Disabled,M,Suburban,Married,Personal Auto,L3,4,Branch,Four-Door Car,Medsize,January,Thursday
Arizona,No,Basic,College,2011-01-19,Unemployed,F,Suburban,Divorced,Corporate Auto,L2,1,Branch,Four-Door Car,Medsize,January,Wednesday
Oregon,No,Basic,College,2011-02-17,Employed,F,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Thursday
Oregon,No,Basic,College,2011-01-04,Employed,F,Suburban,Married,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,January,Tuesday
Oregon,No,Basic,High School or Below,2011-02-09,Unemployed,M,Suburban,Married,Personal Auto,L2,2,Agent,SUV,Large,February,Wednesday
California,No,Basic,College,2011-01-29,Employed,F,Urban,Married,Personal Auto,L1,4,Branch,Two-Door Car,Medsize,January,Saturday
California,No,Extended,High School or Below,2011-01-29,Medical Leave,M,Suburban,Married,Personal Auto,L3,1,Web,Four-Door Car,Small,January,Saturday
Arizona,No,Basic,Bachelor,2011-01-05,Medical Leave,F,Suburban,Married,Personal Auto,L2,3,Branch,Four-Door Car,Large,January,Wednesday
Washington,No,Basic,College,2011-02-06,Employed,F,Rural,Married,Corporate Auto,L3,1,Agent,SUV,Large,February,Sunday
California,No,Basic,High School or Below,2011-02-02,Employed,F,Suburban,Divorced,Personal Auto,L3,1,Agent,Sports Car,Medsize,February,Wednesday
Nevada,Yes,Basic,College,2011-01-20,Retired,M,Suburban,Married,Personal Auto,L3,2,Agent,Sports Car,Medsize,January,Thursday
California,Yes,Basic,High School or Below,2011-01-15,Employed,M,Rural,Married,Corporate Auto,L3,2,Agent,Two-Door Car,Medsize,January,Saturday
California,No,Basic,Bachelor,2011-01-10,Employed,M,Rural,Married,Personal Auto,L2,2,Call Center,Two-Door Car,Medsize,January,Monday
California,Yes,Basic,Master or above,2011-01-19,Employed,M,Suburban,Married,Personal Auto,L3,3,Web,Two-Door Car,Small,January,Wednesday
Oregon,No,Basic,High School or Below,2011-02-22,Unemployed,F,Suburban,Single,Corporate Auto,L2,3,Call Center,Four-Door Car,Medsize,February,Tuesday
California,No,Extended,High School or Below,2011-01-30,Employed,F,Rural,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,January,Sunday
Arizona,No,Basic,Master or above,2011-02-17,Employed,M,Rural,Single,Corporate Auto,L3,3,Call Center,SUV,Medsize,February,Thursday
Oregon,No,Extended,Bachelor,2011-02-19,Unemployed,F,Suburban,Married,Personal Auto,L3,3,Agent,Four-Door Car,Small,February,Saturday
Arizona,No,Basic,Bachelor,2011-01-23,Employed,F,Rural,Married,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,January,Sunday
Oregon,No,Basic,High School or Below,2011-01-29,Employed,F,Suburban,Married,Personal Auto,L3,3,Web,Four-Door Car,Medsize,January,Saturday
California,No,Extended,College,2011-02-14,Employed,F,Rural,Single,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,February,Monday
Nevada,Yes,Basic,Bachelor,2011-01-21,Employed,F,Suburban,Married,Personal Auto,L2,1,Agent,Two-Door Car,Medsize,January,Friday
California,No,Extended,High School or Below,2011-01-20,Medical Leave,M,Suburban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,January,Thursday
Washington,No,Extended,College,2011-02-23,Employed,F,Suburban,Single,Personal Auto,L3,4,Branch,Four-Door Car,Medsize,February,Wednesday
Oregon,No,Extended,High School or Below,2011-01-03,Unemployed,F,Suburban,Single,Corporate Auto,L3,2,Call Center,Two-Door Car,Medsize,January,Monday
Nevada,No,Extended,College,2011-01-24,Employed,M,Rural,Married,Special Auto,L3,4,Agent,SUV,Small,January,Monday
California,No,Premium,Bachelor,2011-02-09,Medical Leave,M,Suburban,Divorced,Special Auto,L3,3,Web,Four-Door Car,Medsize,February,Wednesday
Nevada,No,Basic,College,2011-01-12,Unemployed,F,Suburban,Single,Personal Auto,L1,3,Branch,Four-Door Car,Medsize,January,Wednesday
California,No,Extended,Bachelor,2011-01-07,Employed,F,Suburban,Married,Personal Auto,L1,2,Web,Four-Door Car,Medsize,January,Friday
California,No,Basic,Bachelor,2011-01-12,Employed,M,Suburban,Married,Corporate Auto,L2,2,Call Center,Two-Door Car,Small,January,Wednesday
Nevada,No,Basic,Master or above,2011-01-10,Employed,M,Suburban,Single,Personal Auto,L2,1,Agent,SUV,Medsize,January,Monday
Nevada,No,Basic,High School or Below,2011-01-23,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Web,Two-Door Car,Medsize,January,Sunday
Nevada,No,Extended,High School or Below,2011-02-20,Employed,F,Suburban,Married,Personal Auto,L3,1,Web,SUV,Large,February,Sunday
Washington,No,Extended,College,2011-02-19,Employed,F,Suburban,Married,Personal Auto,L3,2,Branch,SUV,Medsize,February,Saturday
Oregon,No,Extended,College,2011-01-18,Employed,F,Urban,Married,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,January,Tuesday
Oregon,No,Premium,College,2011-02-08,Medical Leave,M,Suburban,Married,Corporate Auto,L2,2,Call Center,SUV,Medsize,February,Tuesday
Oregon,Yes,Basic,Bachelor,2011-02-10,Employed,M,Suburban,Single,Corporate Auto,L1,1,Call Center,SUV,Medsize,February,Thursday
Arizona,No,Extended,College,2011-01-06,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Small,January,Thursday
Nevada,No,Premium,College,2011-01-16,Employed,M,Suburban,Married,Special Auto,L2,2,Web,Four-Door Car,Small,January,Sunday
Oregon,No,Basic,Bachelor,2011-02-12,Employed,F,Urban,Single,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,February,Saturday
Oregon,No,Basic,College,2011-01-22,Employed,F,Suburban,Divorced,Corporate Auto,L3,3,Branch,Four-Door Car,Medsize,January,Saturday
California,No,Basic,High School or Below,2011-02-09,Unemployed,M,Suburban,Married,Personal Auto,L3,1,Branch,Two-Door Car,Medsize,February,Wednesday
California,No,Extended,College,2011-02-14,Employed,F,Urban,Married,Corporate Auto,L3,1,Agent,Sports Car,Small,February,Monday
Oregon,No,Basic,High School or Below,2011-02-19,Employed,M,Suburban,Married,Personal Auto,L1,3,Branch,Luxury Car/SUV,Medsize,February,Saturday
California,Yes,Basic,College,2011-01-28,Medical Leave,F,Suburban,Single,Corporate Auto,L2,2,Web,Four-Door Car,Large,January,Friday
Washington,Yes,Extended,Bachelor,2011-01-28,Employed,F,Suburban,Married,Corporate Auto,L1,2,Agent,Four-Door Car,Small,January,Friday
California,No,Basic,High School or Below,2011-01-29,Employed,F,Rural,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,January,Saturday
Oregon,No,Premium,Bachelor,2011-01-20,Employed,M,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Thursday
Oregon,No,Basic,College,2011-02-02,Employed,M,Urban,Single,Corporate Auto,L1,3,Agent,Four-Door Car,Medsize,February,Wednesday
Oregon,No,Basic,College,2011-01-12,Employed,F,Rural,Married,Personal Auto,L3,2,Branch,SUV,Large,January,Wednesday
Nevada,Yes,Extended,Master or above,2011-01-10,Employed,F,Rural,Married,Corporate Auto,L3,1,Branch,Four-Door Car,Large,January,Monday
Oregon,No,Basic,Bachelor,2011-01-19,Unemployed,F,Suburban,Single,Personal Auto,L2,3,Web,SUV,Small,January,Wednesday
Arizona,No,Basic,Master or above,2011-01-18,Employed,F,Rural,Married,Personal Auto,L2,1,Web,Two-Door Car,Medsize,January,Tuesday
Oregon,No,Basic,Master or above,2011-02-02,Unemployed,F,Suburban,Divorced,Personal Auto,L2,2,Agent,Four-Door Car,Large,February,Wednesday
Oregon,No,Extended,Bachelor,2011-02-25,Employed,F,Rural,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Friday
Oregon,No,Extended,High School or Below,2011-01-21,Employed,M,Suburban,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Friday
California,Yes,Basic,Bachelor,2011-01-29,Retired,F,Suburban,Single,Corporate Auto,L1,1,Branch,Four-Door Car,Medsize,January,Saturday
Nevada,No,Extended,College,2011-01-31,Employed,M,Suburban,Divorced,Personal Auto,L1,1,Agent,Four-Door Car,Small,January,Monday
Oregon,No,Extended,College,2011-01-28,Unemployed,F,Suburban,Married,Personal Auto,L1,1,Web,Four-Door Car,Medsize,January,Friday
California,No,Extended,High School or Below,2011-02-01,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Call Center,SUV,Medsize,February,Tuesday
Arizona,No,Basic,Bachelor,2011-02-02,Employed,M,Suburban,Divorced,Personal Auto,L1,1,Agent,Four-Door Car,Small,February,Wednesday
Oregon,No,Extended,Master or above,2011-01-03,Unemployed,M,Suburban,Married,Special Auto,L2,1,Agent,Sports Car,Medsize,January,Monday
Arizona,No,Extended,Master or above,2011-02-23,Employed,F,Suburban,Single,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Wednesday
Arizona,No,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Married,Personal Auto,L1,4,Agent,SUV,Medsize,January,Thursday
Nevada,No,Premium,Bachelor,2011-02-04,Employed,M,Rural,Divorced,Personal Auto,L3,1,Call Center,SUV,Medsize,February,Friday
Arizona,Yes,Basic,College,2011-02-09,Employed,M,Suburban,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,February,Wednesday
California,No,Basic,College,2011-01-02,Employed,M,Suburban,Married,Personal Auto,L1,3,Branch,Sports Car,Small,January,Sunday
Washington,No,Basic,High School or Below,2011-01-28,Employed,F,Urban,Married,Corporate Auto,L1,1,Agent,SUV,Medsize,January,Friday
Nevada,No,Basic,Bachelor,2011-01-28,Unemployed,M,Suburban,Single,Corporate Auto,L1,3,Call Center,Four-Door Car,Medsize,January,Friday
California,No,Basic,Bachelor,2011-01-07,Employed,M,Suburban,Divorced,Personal Auto,L3,2,Agent,Four-Door Car,Small,January,Friday
California,No,Basic,Bachelor,2011-02-05,Employed,F,Suburban,Married,Corporate Auto,L3,3,Branch,Four-Door Car,Medsize,February,Saturday
Arizona,Yes,Extended,College,2011-02-01,Employed,F,Rural,Divorced,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,February,Tuesday
Oregon,No,Extended,College,2011-02-28,Retired,F,Suburban,Single,Personal Auto,L3,4,Web,Four-Door Car,Large,February,Monday
California,No,Basic,College,2011-01-28,Unemployed,M,Suburban,Married,Personal Auto,L2,1,Branch,SUV,Small,January,Friday
Nevada,No,Basic,Bachelor,2011-01-15,Employed,F,Rural,Married,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,January,Saturday
California,No,Extended,High School or Below,2011-01-16,Employed,F,Suburban,Married,Personal Auto,L2,3,Agent,Four-Door Car,Small,January,Sunday
California,No,Premium,High School or Below,2011-01-24,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Call Center,Luxury Car/SUV,Medsize,January,Monday
Oregon,No,Basic,College,2011-01-02,Employed,F,Rural,Married,Personal Auto,L3,1,Branch,Two-Door Car,Medsize,January,Sunday
Oregon,No,Extended,Bachelor,2011-01-07,Employed,M,Urban,Married,Corporate Auto,L3,4,Call Center,Two-Door Car,Medsize,January,Friday
Oregon,No,Extended,High School or Below,2011-01-23,Employed,F,Urban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,January,Sunday
Washington,No,Extended,Bachelor,2011-01-07,Employed,F,Rural,Married,Personal Auto,L3,2,Branch,Two-Door Car,Large,January,Friday
